
"[run number]","flock-behavior","movement-decrease","[step]","count turtles with [friends-score = 0]","count turtles with [lonely? = true]","mean [link-weight] of turtles","mean [friends-score] of turtles","standard-deviation [link-weight] of turtles","standard-deviation [friends-score] of turtles"
"713","true","true","2000","1","13","155.07787359328694","3.232","95.91969482144444","1.0949757474712398"
"717","true","true","2000","1","21","159.00649031232703","3.256","93.77996831001153","1.1540325665502855"
"718","true","true","2000","1","15","156.326311294025","3.304","88.86332683750567","1.1137980897536846"
"719","true","true","2000","1","19","151.9287201344887","3.192","85.86555792498224","1.2235703894717165"
"721","true","true","2000","1","16","158.47603101397098","3.064","88.04043819705348","1.0735520742958398"
"722","true","true","2000","1","15","153.43345751607828","3.008","82.52052729973362","1.1441908454287917"
"723","true","true","2000","2","18","157.62961937227035","3.072","89.05729790746467","1.13134245167937"
"720","true","true","2000","0","14","153.13585276968107","3.248","87.09776442507446","1.1866459092990733"
"724","true","true","2000","0","18","155.56134429794756","3.152","86.2951917219519","1.1481152706495956"
"725","true","true","2000","2","14","155.1163222726123","3.296","87.0630665457866","1.1755473816849527"
"726","true","true","2000","1","23","155.5358839334636","3.032","88.80230530344011","1.2381875599984586"
"728","true","true","2000","1","17","149.56801700335825","3.12","86.54583336737765","1.0343498045014978"
"729","true","true","2000","2","20","161.1156984105628","3.304","95.13691007464155","1.1029278304570918"
"730","true","true","2000","1","15","147.53567423113776","3.168","84.1659690929618","1.159808874990197"
"727","true","true","2000","4","18","154.00108607091536","2.952","86.53013666479562","1.1038887086679066"
"731","true","true","2000","1","21","153.4212456880572","3.176","92.14262443292134","1.242254719109006"
"732","true","true","2000","0","18","148.1142224729621","3.168","81.0874246763614","1.046976906416891"
"733","true","true","2000","1","15","156.72642996996646","3.064","87.7383389211476","1.0735520742958398"
"735","true","true","2000","2","18","156.43942859804474","3.272","89.31087428586011","1.2571146922208762"
"736","true","true","2000","1","16","152.85688951708772","3.2","89.41437033949268","1.1889720848169205"
"737","true","true","2000","1","19","167.95979571199607","3.176","99.29394148861965","1.1234199077622882"
"734","true","true","2000","1","13","157.08371304961975","3.256","83.62601946547566","1.218360212098913"
"738","true","true","2000","2","13","152.92747105481803","3.288","94.54837669854716","1.142926561288166"
"739","true","true","2000","2","14","159.41171175171357","3.336","84.00680206130515","1.241478584714703"
"740","true","true","2000","1","14","159.69242927159823","3.096","90.9993351856553","1.1436852994845323"
"742","true","true","2000","3","20","150.1388581529646","3.304","94.27408913294599","1.2529419195698037"
"743","true","true","2000","3","17","152.59977661675487","3","87.54521147350681","1.1957085244749275"
"744","true","true","2000","0","16","147.7819304122298","3.056","86.53651845567245","1.0664959702776542"
"741","true","true","2000","1","15","157.82911859383756","3.176","91.43181863284774","1.090771805892563"
"745","true","true","2000","4","17","152.45506542242714","3.224","87.80204268415854","1.2048363051005526"
"746","true","true","2000","1","17","155.8518015043173","3.168","89.41038250556883","1.1632664161833615"
"747","true","true","2000","3","16","136.88758245534513","3.208","79.24622241333476","1.1808104221305167"
"749","true","true","2000","1","16","145.3449120557047","3.072","80.03633753951094","1.1935300818265522"
"750","true","true","2000","2","15","155.63236306423835","3.064","90.08849143437216","1.1388996309938424"
"751","true","true","2000","1","17","145.3749635553528","3.208","78.7108790674057","1.0397404680803055"
"748","true","true","2000","0","14","158.53419083428784","3.152","90.68674023581588","1.1654738595391463"
"752","true","true","2000","1","20","157.44233079552717","3.096","90.83404863769198","1.0290870129980676"
"753","true","true","2000","4","17","155.9455685486399","3.104","93.43868817843165","1.156952096074181"
"754","true","true","2000","0","15","164.33220152937096","3.184","95.34830521197127","1.0130394839214971"
"756","true","true","2000","2","17","158.91944556824538","2.92","91.65372531574656","1.141407571807688"
"757","true","true","2000","1","16","148.0784258143513","3.232","85.98504328807192","1.1831209153766191"
"758","true","true","2000","2","16","155.4206120565945","3.128","86.6992155788477","1.1510498089355639"
"755","true","true","2000","2","20","151.65551325771926","3.128","86.08280616598509","1.168364799718341"
"759","true","true","2000","0","10","158.33412493486102","3.032","89.94786443200124","1.0599386206370964"
"760","true","true","2000","1","15","152.51969966312268","3.12","89.72382616310622","1.034349804501498"
"761","true","true","2000","0","19","153.5123016818703","3.032","88.12893915680118","1.0935076753935367"
"763","true","true","2000","2","22","159.0885173156566","3.224","93.83296570103437","1.0669477541286445"
"764","true","true","2000","0","14","163.1775928885097","3.216","85.47189845349351","1.0572678284352448"
"765","true","true","2000","1","19","155.27251548524566","3.16","95.69662966547459","1.1364709697393243"
"762","true","true","2000","0","14","160.63618460343952","3.072","83.93335758901122","1.0034158527220793"
"766","true","true","2000","1","13","164.81118370489003","3.216","99.10673667390898","1.1759572704856383"
"767","true","true","2000","0","17","157.40222237793574","3.272","95.29710099388403","1.0480503988617238"
"768","true","true","2000","2","17","149.89978451650506","3.032","84.33459193114822","1.178359079602616"
"770","true","true","2000","0","23","152.8960063642808","3.248","86.30873676688759","1.1204990282410587"
"769","true","true","2000","4","17","154.7680202514518","3.048","91.14701965755914","1.153698435606672"
"771","true","true","2000","2","17","141.39168029880113","3.128","80.89575158133019","1.1192079815762992"
"772","true","true","2000","1","14","155.40373323778437","3.152","86.94896379537755","1.0943887549623073"
"773","true","true","2000","1","10","159.4079176225858","3.32","89.91532596820504","1.1519147670388143"
"775","true","true","2000","1","13","146.35746738885987","3.296","83.66931667903424","1.161801675214028"
"776","true","true","2000","3","18","145.44953189714678","3.216","84.34015298918438","1.175957270485639"
"777","true","true","2000","0","24","152.1690913567415","2.984","90.35062880067044","1.1120659886230702"
"774","true","true","2000","0","17","148.91854249852574","3.328","82.67807048621832","1.1320521934410523"
"778","true","true","2000","5","18","150.07473950741792","3.248","86.97785078970783","1.1453134819286601"
"779","true","true","2000","0","15","150.04083535330963","3.184","84.16766574295421","1.1292674527850697"
"780","true","true","2000","0","11","154.40703124839908","3.472","80.33050510296178","1.245560792071984"
"782","true","true","2000","0","21","160.5903492339233","3.232","93.77712592847286","1.1556461708884591"
"783","true","true","2000","2","19","169.78800754904282","3.12","94.46528797119711","1.1129035074378495"
"784","true","true","2000","0","17","159.02153859545132","3.128","94.00505370283852","1.0449803518454148"
"781","true","true","2000","0","17","154.22567723563677","3.072","85.70743818144106","1.1419422614624848"
"785","true","true","2000","0","17","147.31398621940772","3.128","86.59763839707941","1.093801447441764"
"786","true","true","2000","1","19","153.71061324439358","3.328","83.99337618443292","1.327957032255965"
"787","true","true","2000","2","16","154.0862646576703","3.192","78.33810973356806","1.2070475779445011"
"789","true","true","2000","0","17","146.09432760769133","3.032","87.3401743512373","1.111719244555413"
"790","true","true","2000","2","17","159.0644395877596","3.12","88.14659277636311","1.1588666392429283"
"791","true","true","2000","3","13","165.04907409215167","3.416","90.35846384661184","1.1419985300210675"
"788","true","true","2000","0","16","164.61802245864192","3.112","90.21658861077151","0.9794351293938578"
"792","true","true","2000","3","14","155.14137096516504","3.376","86.51652714866175","1.2748037095929585"
"793","true","true","2000","2","16","160.32331823903462","3.224","92.40852425813841","1.1537541308170947"
"794","true","true","2000","1","18","151.2176559955991","3.24","87.5329146523123","1.160944083347098"
"796","true","true","2000","3","16","149.05278624940985","3.136","83.9567102053622","1.146631175316996"
"797","true","true","2000","0","14","156.1468897903814","3.176","87.76972632338502","1.1994911906578827"
"795","true","true","2000","1","13","154.28902080001558","3.152","84.8823100968154","1.1550900102273012"
"798","true","true","2000","3","21","141.2426009272773","3.016","89.43444904127782","1.1580623617642265"
"799","true","true","2000","2","18","159.11394612527872","3.352","93.5103000707768","1.2402616643208528"
"800","true","true","2000","1","17","158.1770200047544","3.2","87.62783273416737","1.1685297802750079"
"802","true","true","2000","0","19","152.24720684649577","3.096","90.27976375391529","1.1985533448628483"
"803","true","true","2000","0","18","155.41280134209245","3.28","92.49143754559667","1.1760665500389333"
"801","true","true","2000","0","16","146.1905123574437","3","85.78068261697784","1.002006020070253"
"804","true","true","2000","0","21","164.43280553917998","3.192","100.47656584285309","1.1385610590304598"
"805","true","true","2000","1","14","140.55801917958365","3.168","81.64576185109449","1.1905653208171874"
"806","true","true","2000","3","16","174.82082406621","3.304","107.74685713303836","1.163183555564531"
"808","true","true","2000","1","21","167.25426994489456","3.224","94.93151453501355","1.1148072392673498"
"809","true","true","2000","1","9","148.8899934006956","3.144","77.46960146252351","1.117254236113003"
"810","true","true","2000","0","18","151.0962502543024","3.208","90.11430187318004","1.066435717970027"
"807","true","true","2000","1","18","143.5372543594374","3.104","78.94302894343471","1.110909754177949"
"811","true","true","2000","3","18","149.61770978465333","3.224","89.32588234099917","1.208164993120728"
"812","true","true","2000","3","18","151.60361871146864","3.104","82.58626128028867","1.163873880469252"
"813","true","true","2000","0","16","146.11498677911123","3.072","85.1661708593669","1.0879109342235753"
"815","true","true","2000","0","14","150.16454187066472","3.24","86.0517029736874","1.1078398968026881"
"816","true","true","2000","1","10","138.30370331808172","3.32","76.49794114855017","1.1343487065059865"
"817","true","true","2000","0","17","162.7308082243474","3.056","88.41730656355986","1.1357922769527633"
"814","true","true","2000","2","18","143.46160313449877","2.936","82.24430074927913","1.124706119580438"
"818","true","true","2000","1","11","151.02051539440873","3.304","85.0639106316195","1.1631835555645316"
"819","true","true","2000","0","18","164.2314781611973","3.328","95.06516263329183","1.190835149554149"
"820","true","true","2000","2","12","159.20251581716832","3.144","89.43115730292214","1.138617494682383"
"822","true","true","2000","1","14","150.2535609793284","3.376","79.73968033836381","1.0692038099205385"
"823","true","true","2000","1","17","149.54559791408383","3.248","95.28049603282496","1.1730302638892145"
"821","true","true","2000","0","21","161.92822850499022","3.2","95.94537502426692","1.0374513101266645"
"824","true","true","2000","4","10","156.97230771490732","3.072","89.80667682549954","1.162852054045738"
"825","true","true","2000","2","23","147.12552831384184","3.024","89.29095623517048","1.0563557876969305"
"826","true","true","2000","2","22","157.6004939920637","3.12","92.2481161222526","1.1165063122891539"
"828","true","true","2000","1","19","143.18628154020865","3.168","86.00884187504587","1.1972927963370714"
"829","true","true","2000","0","22","152.07954191460996","3.208","91.95104805835908","1.139266303742621"
"830","true","true","2000","2","15","171.2013648142866","3.328","91.87739576850026","1.1600858575067403"
"827","true","true","2000","1","12","146.72179355067993","3.184","86.17764036904224","1.1185475378264038"
"831","true","true","2000","0","13","161.87526720494472","3.44","84.09133566458317","1.1609440833470994"
"832","true","true","2000","2","15","154.00275307170136","3.112","82.84367611926997","1.152723333821845"
"833","true","true","2000","4","14","163.07364058941346","3.248","90.55653377270139","1.1169091027362523"
"835","true","true","2000","0","20","152.06542753856513","3.176","90.09478620191308","0.9944746953435866"
"834","true","true","2000","1","17","148.37692633035232","3.096","92.42851418590926","1.0251770343736875"
"836","true","true","2000","1","13","148.91085300236446","3.088","87.58546511339983","1.0605446808505146"
"837","true","true","2000","2","24","151.16312224942249","3.048","88.8780550774142","1.181218484630906"
"838","true","true","2000","1","18","149.72645089714246","3.08","92.13108768601568","1.1343487065059885"
"840","true","true","2000","2","19","155.96567734155076","3.024","87.61326189738749","1.1751373499147495"
"841","true","true","2000","2","12","148.8526627043116","3.176","83.90748981159082","1.2128098080581684"
"839","true","true","2000","0","17","143.9495836719588","2.944","90.53041204448483","1.0359327326163732"
"842","true","true","2000","2","17","159.12742832962115","3.12","99.69925150642214","1.0382252388505797"
"843","true","true","2000","1","20","159.25816272972742","3.272","97.67130015900058","1.1040342233214788"
"844","true","true","2000","1","27","155.52105148203816","3.176","92.14140399621621","1.083383069602811"
"846","true","true","2000","0","12","157.8947455932995","3.32","86.65336335516582","1.0983741178720672"
"847","true","true","2000","0","17","152.50911978626146","3.104","86.84145482407851","1.008589615278779"
"848","true","true","2000","3","19","156.81438473885325","3.208","91.90674768469414","1.1392663037426212"
"845","true","true","2000","1","15","152.05394860478577","3.152","90.67831480981364","1.2027812481593203"
"849","true","true","2000","2","15","165.26856191226807","3.312","91.60110181494743","1.18502029196528"
"850","true","true","2000","3","13","135.19386169888224","3.184","77.75043667097285","1.204969629172834"
"851","true","true","2000","1","14","163.00497487152057","3.184","87.95207223625803","1.1677321583198346"
"853","true","true","2000","3","19","149.21030431074107","2.992","93.43251364427998","1.1193515047404272"
"854","true","true","2000","2","15","158.3204037889941","3.168","92.93603791157987","1.1871872870859406"
"852","true","true","2000","2","13","155.79856112979581","3.088","92.74595176313682","1.123076669163453"
"855","true","true","2000","0","12","164.74281233021605","3.176","101.92344580971555","1.2061688826586339"
"856","true","true","2000","5","18","160.67271986003624","3.24","91.8574928259902","1.0821665016758726"
"857","true","true","2000","3","15","161.14632611053912","3.112","92.80381698594101","1.180266119334872"
"859","true","true","2000","1","15","148.49381180110228","3.248","88.2482963161385","1.1060694183607702"
"860","true","true","2000","1","14","154.59792319710493","3.288","80.87691508358981","1.1741253259871776"
"858","true","true","2000","3","20","145.80377009358685","3.16","86.06555850342282","1.143516734502977"
"861","true","true","2000","3","25","158.45658817013884","3.2","93.83543584977457","1.1371775106653537"
"862","true","true","2000","1","18","152.7153078071089","2.992","89.15492205377272","1.0976133290372896"
"863","true","true","2000","2","17","143.57219493728033","3.048","82.18887746969492","1.055534277246252"
"865","true","true","2000","2","24","150.3507932483915","3.256","91.69569407576012","1.2117497057551094"
"866","true","true","2000","0","15","141.5847344858557","3.136","81.28499634815653","1.0854569855456644"
"867","true","true","2000","2","24","142.2572769991133","3.128","83.08120943438455","1.1370079808842037"
"864","true","true","2000","0","16","167.10559468140465","3.176","95.03575713554372","1.014465653558069"
"868","true","true","2000","2","17","144.37631401776108","3.208","79.80554132190024","1.1286413625688212"
"869","true","true","2000","2","12","148.01430900059992","3.4","84.73479716289867","1.144218924765347"
"870","true","true","2000","1","15","144.8692985614106","3.248","81.79377961926424","1.1096944114246"
"872","true","true","2000","1","11","159.80847629392366","3.312","87.20525899057","1.174809221459939"
"873","true","true","2000","1","19","148.86925167334746","3.336","85.87669355207724","1.1784136092807795"
"874","true","true","2000","1","17","153.23007971570252","3.032","81.44438166032593","1.1081008754625192"
"871","true","true","2000","4","17","161.3868966356776","3.024","88.67012181073996","1.164839648029931"
"875","true","true","2000","0","20","146.72853656960163","3.064","80.85551042269044","1.2106886752064263"
"876","true","true","2000","3","23","158.43037542362305","3.168","89.56125823559235","1.1667137110423191"
"877","true","true","2000","1","16","151.79052679039924","3.232","87.71814950729117","1.1797215654075126"
"879","true","true","2000","4","20","148.365819751735","3.128","89.22551973161752","1.1475554601571734"
"880","true","true","2000","2","17","153.2600421245523","3.456","86.76696301736689","1.2024339439479548"
"881","true","true","2000","2","12","156.34233429770978","3.256","87.79948636596642","1.125848185390104"
"878","true","true","2000","3","19","155.25150818819125","3.168","87.43033052964965","1.1174842658119848"
"882","true","true","2000","2","16","155.39151656504959","3.256","89.31950692057674","1.174727175025323"
"883","true","true","2000","1","17","157.97975534614008","3.192","88.50063304863563","1.0806512984842347"
"884","true","true","2000","1","14","151.54289846101807","3.232","86.91005348110694","1.1797215654075128"
"886","true","true","2000","0","16","147.49818799262147","3.144","86.7415455024287","1.0954744438041957"
"887","true","true","2000","2","17","163.46777878735602","3.016","93.45062948160331","1.064083216844188"
"885","true","true","2000","1","20","158.07107268020326","3.272","91.21460703671181","1.13630133454624"
"888","true","true","2000","1","21","141.56353608902995","3.12","75.5882104022019","1.141407571807687"
"889","true","true","2000","1","14","161.4808194998536","3.128","94.69039453728357","1.1334703437145217"
"890","true","true","2000","2","13","150.0341278661769","3.048","83.41037600247657","1.0363358373961067"
"892","true","true","2000","2","16","150.64391265225498","3.168","90.33491129779277","1.073492218028932"
"893","true","true","2000","3","15","158.05953970964813","3.2","89.59969133709919","1.1923450620470364"
"894","true","true","2000","2","21","151.6945498045754","2.984","89.86240631296798","1.060302298335442"
"891","true","true","2000","2","18","162.64737442158076","3.128","94.4238469151648","1.0715450692067783"
"895","true","true","2000","2","17","155.97821863863015","3.264","95.29996697560877","1.1132210221589909"
"896","true","true","2000","2","14","154.89518601837116","3.216","86.75655241828925","1.1827678381813338"
"897","true","true","2000","1","12","147.6842262680705","2.984","77.3869955319666","1.0488777709119648"
"899","true","true","2000","1","20","156.09405137320107","3.272","87.4617306068416","1.1813544741415662"
"900","true","true","2000","1","15","141.02106994915917","3.336","77.75710199469769","1.238239454948502"
"901","true","true","2000","2","23","141.7899496413571","3.088","89.81075405284172","1.1086806080937162"
"898","true","true","2000","0","21","152.65008195962707","3.248","95.51930490968432","1.0766301733280947"
"902","true","true","2000","3","16","140.11277606557266","3.136","82.80182190227464","1.1845321717300283"
"903","true","true","2000","3","21","146.00921594205056","3.072","81.23377335843426","1.124220390289989"
"904","true","true","2000","1","13","155.39045385795586","3.488","89.51083011475116","1.158977530266505"
"906","true","true","2000","2","21","159.41100262694542","3.12","98.78672817421304","1.1623269832814933"
"907","true","true","2000","0","19","160.78455729689733","3.176","98.98756749240354","1.0418087453306357"
"905","true","true","2000","1","17","153.83473656181053","3.088","87.49988363740408","1.1823059627517036"
"908","true","true","2000","1","17","166.4330704246697","3.056","93.14581688823694","1.0777337519817425"
"909","true","true","2000","1","15","140.9577293212476","3.272","81.44843475179088","1.191509454060884"
"910","true","true","2000","4","26","156.39659675609494","3.016","90.3330244580883","1.126418784071196"
"912","true","true","2000","2","21","147.41247532675277","3.216","87.59663766766876","1.1827678381813334"
"913","true","true","2000","2","15","155.23126909965998","3.088","78.42071443693257","1.1924528397804255"
"911","true","true","2000","1","18","152.96313265586397","3.24","81.47739618938925","1.184911838179122"
"914","true","true","2000","1","17","144.49681790113362","3.144","85.14387640001375","1.1208430561976577"
"915","true","true","2000","2","19","135.82808030498117","3.128","74.0114770937907","1.1752193677135319"
"916","true","true","2000","0","15","163.1631397397666","3.144","95.29023984312083","1.0155735119787888"
"918","true","true","2000","0","17","154.25736506934803","3.328","85.19222392122762","1.1355942484834778"
"919","true","true","2000","2","20","148.17569541297362","3.12","80.26040457760806","1.0762123079239088"
"920","true","true","2000","1","20","152.90114970825996","3.144","89.13264456811001","1.131541224246238"
"917","true","true","2000","0","16","152.48392919020822","3.304","87.9914661114212","1.0621188189379605"
"921","true","true","2000","4","16","155.44093774988622","3.24","86.58974568606065","1.244425320181986"
"922","true","true","2000","2","24","157.65404100229222","3.16","85.33877818710027","1.1150665872385845"
"923","true","true","2000","1","19","149.95700812642875","3.264","88.21745159471186","1.087674650149719"
"925","true","true","2000","0","20","155.25587572463095","3.176","89.08129976971517","1.0684523206235201"
"926","true","true","2000","1","13","151.57815669958833","3.216","87.87804030700156","1.0496432746490907"
"924","true","true","2000","0","13","145.5389038497667","3.248","84.79231962622413","1.065380750989201"
"927","true","true","2000","1","20","160.52938859334483","3.112","98.95425366330883","0.979435129393858"
"928","true","true","2000","3","19","145.67706447792614","2.992","87.77644467154293","1.1300637932023252"
"929","true","true","2000","0","18","151.2522868331824","3.208","85.8242690901791","1.121502148135746"
"931","true","true","2000","1","13","148.1436349846309","3.424","82.58945951329576","1.1390406729430131"
"932","true","true","2000","1","13","154.95011110800297","3.112","91.8809271790464","1.1065050445680844"
"933","true","true","2000","2","23","149.30250219296164","3.096","92.27525629020096","1.2151916569217405"
"930","true","true","2000","1","23","160.7660601859985","3.224","101.65764199435691","1.1397456208826966"
"934","true","true","2000","2","21","158.13875535477595","3.256","96.56879797193594","1.132960014110957"
"935","true","true","2000","2","14","150.8712566466635","3.184","81.83926408198244","1.1328182150873698"
"936","true","true","2000","0","12","165.08333048744052","3.2","95.17193686009271","1.1581733297945471"
"938","true","true","2000","3","18","138.86526625434104","3.256","82.79425050740124","1.298154389615162"
"939","true","true","2000","3","17","144.44752942441744","2.968","89.61186753331705","1.1749459527858581"
"940","true","true","2000","0","11","153.41411211155204","3.112","84.1819319320755","1.046823460488787"
"941","true","true","2000","0","14","159.84211245147725","3.096","96.28260925449125","1.1116325416388813"
"937","true","true","2000","1","20","152.02720615408379","3.16","90.60072058858101","1.2050762778103987"
"942","true","true","2000","0","11","154.667670622523","3.096","85.38559597004011","1.1080138894059328"
"943","true","true","2000","1","15","147.04555702328895","3.176","78.55806603408679","1.1162472988224945"
"944","true","true","2000","0","12","149.0356959600724","3.32","75.69387683080976","1.068722917644603"
"946","true","true","2000","1","16","147.8859688437479","3.04","85.46577515066224","1.0558690438454024"
"947","true","true","2000","1","17","152.38254761817507","3.136","81.71300295170744","1.184532171730028"
"948","true","true","2000","3","15","145.67891377162394","3.136","81.90284418816269","1.1289829093651307"
"945","true","true","2000","0","19","143.2366704162606","3.024","82.94987405037325","1.1819526421108306"
"949","true","true","2000","0","16","146.56933484407796","3.32","85.53742252254312","1.1200975287427344"
"950","true","true","2000","0","23","168.69850969790298","3.04","91.58756220726772","1.1712760350151463"
"951","true","true","2000","2","19","167.17457689916645","3.064","91.18697266562329","1.0810080079504554"
"953","true","true","2000","0","18","156.0219668126463","3.056","82.26040540673537","0.9719272453641404"
"954","true","true","2000","3","10","153.18899223095895","3.168","85.65717373042763","1.243366333530642"
"952","true","true","2000","2","16","159.4480977360622","3.104","91.11194937950565","1.1036558453157395"
"955","true","true","2000","2","19","165.59630483310576","3.184","96.3964083657371","1.1221322216617644"
"956","true","true","2000","1","19","151.88972929440698","3.024","92.0355197512061","1.1474714650274362"
"957","true","true","2000","1","14","154.47575079448927","3.24","84.52961942055461","1.0895634879976062"
"959","true","true","2000","1","15","155.86773588205477","3.288","84.27813885397724","1.09995253639842"
"960","true","true","2000","0","12","147.939804308268","3.32","82.21922193419914","1.0910368672886952"
"961","true","true","2000","1","16","146.9353416115411","3.232","93.54560078876858","1.0538588491328336"
"958","true","true","2000","3","17","155.07482490616457","3.192","92.03505349242839","1.223570389471716"
"962","true","true","2000","0","19","151.55169960204236","3.192","85.7771176684072","1.050499976584109"
"963","true","true","2000","2","17","152.06623886046322","3.216","87.74026750760117","1.1342354075937495"
"964","true","true","2000","1","18","138.16277579294942","3.12","83.40092631117275","1.112903507437851"
"966","true","true","2000","1","11","162.6684878953948","3.248","93.4201887916714","1.1240774887894578"
"967","true","true","2000","0","19","151.1019674767686","3.216","88.31496663336964","1.158755737607263"
"965","true","true","2000","1","18","157.07934487475197","3.32","88.87381217271647","1.27754785196337"
"968","true","true","2000","0","15","159.9456832328511","3.176","90.91511606152473","1.2161166716381058"
"969","true","true","2000","0","12","159.30676550874344","3.4","89.3326103769844","1.1990625521698466"
"970","true","true","2000","0","12","152.63421205252158","3.144","94.43328498083571","1.0312701257619925"
"972","true","true","2000","0","13","151.34637134373295","3.36","77.65104243599569","1.021063309067808"
"973","true","true","2000","2","9","156.91221625592468","3.24","75.9930288621607","1.0171224865326893"
"974","true","true","2000","1","16","155.23140435560356","3.176","94.08644096929476","1.1620781827447095"
"975","true","true","2000","2","10","152.7306491833365","3.112","90.71538814535225","1.1101286151472152"
"971","true","true","2000","0","19","162.51494431148103","3.272","93.51491686957608","1.1847491388848324"
"976","true","true","2000","1","16","153.0301311503035","3.256","90.48431712273526","1.140027478003234"
"977","true","true","2000","3","21","152.41702515632872","3.144","91.97992513109878","1.1733588898275535"
"978","true","true","2000","2","15","157.93733341977145","3.368","94.38104820892578","1.094241957634321"
"980","true","true","2000","1","15","157.40392985201666","3.28","90.23573388151871","1.1092890012766787"
"981","true","true","2000","1","18","154.77923302170328","3.016","92.19530889998299","1.1511056322974123"
"982","true","true","2000","1","20","154.9705861279422","3.016","94.69847846397255","1.064083216844188"
"979","true","true","2000","4","21","165.0725334364467","3.224","93.04460281648527","1.1362165074523554"
"983","true","true","2000","1","18","154.31384789867712","3.16","95.01681076783177","1.160944083347098"
"984","true","true","2000","0","13","162.85719868260273","3.08","90.29442851762519","1.1794764341158068"
"985","true","true","2000","3","15","145.86985294315554","3.056","83.92605432520169","1.092537667184463"
"987","true","true","2000","4","19","139.89727973804685","3.2","81.829445339885","1.1855895115763462"
"988","true","true","2000","1","15","160.93303855712813","3.176","89.87901025882414","1.064686917798716"
"989","true","true","2000","0","13","150.55052743763733","3.36","84.8060033927259","1.1078398968026897"
"986","true","true","2000","1","13","159.39529227843653","3.216","87.58890424295335","1.2805872147018469"
"990","true","true","2000","0","17","157.53453322907694","3.264","92.17382074959097","1.2000267734630397"
"991","true","true","2000","1","13","156.13854311948873","3.192","90.6180032049023","1.1525839662240611"
"992","true","true","2000","1","20","150.94741304268769","3.152","88.83106158005525","1.123362708612138"
"994","true","true","2000","0","13","151.947873957031","3.232","85.96693949369259","1.1694642304685445"
"993","true","true","2000","1","22","151.64740866851733","3.12","95.76211159643222","1.045933030176625"
"995","true","true","2000","0","14","130.41016421294682","3.136","75.88977300254217","1.121845868473224"
"996","true","true","2000","0","15","148.00393192660061","3.128","84.5610066237612","1.0790148712457461"
"997","true","true","2000","0","20","149.6443857991699","3.272","86.38282920804963","1.2214679429862134"
"999","true","true","2000","0","20","161.4609881651302","3.064","91.64770459804913","1.0622700554391666"
"1000","true","true","2000","0","10","161.5898640206951","3.272","86.11588770549713","1.1468553127721621"
"1001","true","false","2000","0","12","56.80355126976386","7.16","25.22874111268709","2.0918660603532517"
"998","true","true","2000","3","12","150.1299120736636","3.192","86.5666740365307","1.2136836953876404"
"1003","true","false","2000","0","5","56.42631661950444","7.688","21.353332873657575","1.8965875083177226"
"1002","true","false","2000","0","7","55.64970621081891","7.552","22.894602210251183","1.838700431584338"
"1004","true","false","2000","0","5","60.26121383764488","7.496","23.94740074148086","1.8697507511660323"
"1007","true","false","2000","0","5","54.501024810090875","7.472","22.716076108135855","1.749703359826905"
"1006","true","false","2000","0","5","55.962005480207544","7.784","20.871400306871337","1.8017572858931565"
"1008","true","false","2000","0","3","53.840167397930635","7.552","22.31503045970584","1.9530883791747535"
"1005","true","false","2000","1","6","56.79924665546791","7.56","22.67445689919034","1.9091830503329719"
"1009","true","false","2000","0","6","55.565098380713955","7.336","23.75058988840105","1.8320835462614495"
"1010","true","false","2000","0","7","54.02364474068116","7.36","24.643953357235716","1.7784971770670146"
"1011","true","false","2000","0","4","57.13560962193572","7.312","22.58842739879943","1.873149957438594"
"1013","true","false","2000","0","3","60.23838038551608","7.392","25.991152040889038","1.7534635833551293"
"1014","true","false","2000","0","4","53.96972164856611","7.264","23.799857266782098","1.912310572816986"
"1015","true","false","2000","0","5","58.00471407568467","7.384","22.162640947764007","1.8335735512576203"
"1012","true","false","2000","0","4","59.42359597595306","7.576","22.834926089040756","1.7505661734738394"
"1017","true","false","2000","0","3","54.64366664625543","7.344","22.509414264334055","1.7406272238851497"
"1016","true","false","2000","0","5","57.7519521431397","7.408","23.896607857437758","1.8760635537825812"
"1018","true","false","2000","0","3","54.63514776375287","7.504","22.752567121729047","1.7817639380467023"
"1020","true","false","2000","1","7","60.94301043094379","7.304","25.553095447080167","1.9582961202992553"
"1021","true","false","2000","0","4","58.35529514547219","7.416","25.885129179990773","2.0007388193597784"
"1022","true","false","2000","0","3","53.4630244986568","7.392","21.609193296166687","1.8922628344228896"
"1019","true","false","2000","0","5","57.82679880359592","7.448","24.099141828887483","1.8967569024490052"
"1023","true","false","2000","0","9","55.389318383507316","7.224","23.73044542841474","1.9153323450429864"
"1024","true","false","2000","0","4","58.056358404633976","7.248","23.571764464834732","1.884862548651556"
"1025","true","false","2000","0","8","53.848760284349034","7.192","22.16754830142512","1.9396352077016512"
"1027","true","false","2000","1","4","58.71869395908015","7.488","23.624641670148982","1.8481120291500641"
"1028","true","false","2000","0","7","59.88209358486366","7.424","22.88360398394484","1.8895782662002605"
"1029","true","false","2000","0","6","54.958370624239826","7.576","21.806091397040156","1.9001754304975798"
"1026","true","false","2000","0","7","56.4568893396096","7.384","22.56410265152566","1.919186574680463"
"1030","true","false","2000","0","3","58.057652374904016","7.624","22.107088938537157","1.7153406583816497"
"1031","true","false","2000","0","7","57.79750145869766","7.208","24.045231482149003","2.091466693908106"
"1032","true","false","2000","0","4","58.60129147770758","7.24","26.20067846143736","1.948740711702247"
