
"[run number]","flock-behavior","movement-decrease","[step]","count turtles with [friends-score = 0]","count turtles with [lonely? = true]","mean [link-weight] of turtles","mean [friends-score] of turtles","standard-deviation [link-weight] of turtles","standard-deviation [friends-score] of turtles"
"1762","true","false","2000","0","8","59.65742205716918","7.36","22.74747655625324","1.917578794661366"
"1763","true","false","2000","0","5","56.98400984572084","7.232","23.399566900519144","1.8019890839387847"
"1765","true","false","2000","0","3","60.92568462889724","7.68","23.30529499463793","1.8085028976818616"
"1766","true","false","2000","0","3","60.3748520273326","7.264","25.387519757868425","1.8719832491613173"
"1767","true","false","2000","0","8","57.8861629218423","7.632","24.30197279239929","1.8672230954959315"
"1768","true","false","2000","0","5","58.40228148494286","7.248","23.78275468312404","1.943606551157619"
"1764","true","false","2000","0","8","61.9691754351867","7.424","26.065346037712757","1.9043977850477498"
"1769","true","false","2000","1","2","55.414816507737946","7.12","24.106257425651716","1.873938789380643"
"1770","true","false","2000","0","9","60.611487322978405","7.448","25.327735764291155","1.8925175005689736"
"1771","true","false","2000","0","7","56.40491796712793","7.152","23.00272799322355","1.9514426750627918"
"1773","true","false","2000","0","3","57.17202528134394","7.248","24.603529841838096","1.861277360753797"
"1774","true","false","2000","0","3","58.77321344160007","7.432","23.906351240181607","1.8962486746586218"
"1775","true","false","2000","0","6","58.462544923954475","7.392","24.752449412316874","1.7829896827618883"
"1772","true","false","2000","0","6","53.838358004692616","7.416","20.956648052121636","1.8331354402140239"
"1776","true","false","2000","0","4","61.27316269479147","7.592","23.309000781361203","1.7196992358687007"
"1777","true","false","2000","0","2","57.590289539771724","7.312","23.674502104452532","1.9815048437445533"
"1778","true","false","2000","0","3","59.63818856101281","7.44","25.047902258034007","1.913385527463512"
"1780","true","false","2000","0","3","55.57355991954795","7.224","23.352167795068585","1.847016480575652"
"1781","true","false","2000","0","3","60.02993855144219","7.344","24.240765904102343","1.897383529239177"
"1782","true","false","2000","0","6","55.13902474057867","7.16","24.065564619821117","1.946678769836392"
"1783","true","false","2000","0","4","58.66637499950451","7.688","21.252131906434023","1.6882109539093744"
"1779","true","false","2000","1","2","59.783763344424734","7.328","22.840025768753144","1.9212445765418744"
"1784","true","false","2000","0","5","56.62889264591308","7.12","24.884452332407495","1.8261817431559637"
"1785","true","false","2000","0","5","57.660883988116595","7.6","22.793542924171728","1.84978018883"
"1786","true","false","2000","0","6","59.09644249537233","7.608","22.801572522467232","1.8384383105469568"
"1788","true","false","2000","0","4","57.93051999940831","7.136","24.032829872140688","1.946447696327377"
"1789","true","false","2000","0","8","56.597991818877915","7.288","23.95716264161055","1.8489810501178143"
"1790","true","false","2000","0","2","58.7347856706644","7.488","22.726780414405212","1.8415813006074417"
"1791","true","false","2000","0","1","56.69081619456818","7.672","21.6789553861454","1.6587409944735156"
"1787","true","false","2000","0","4","57.94951691766165","7.16","24.305870240160285","1.9733159664925588"
"1792","true","false","2000","0","6","57.72273955127743","7.328","22.96496916601362","1.9044483964600134"
"1793","true","false","2000","1","5","57.01504360051988","7.384","23.27050396172984","1.7483624007445777"
"1794","true","false","2000","0","3","59.79713034172017","7.736","23.85495855407769","1.8438827550736052"
"1796","true","false","2000","0","9","57.22608390819084","7.16","23.369073688042896","2.0511530697787177"
"1797","true","false","2000","0","6","57.75797893932465","7.608","21.041645636403775","1.8230826975451087"
"1798","true","false","2000","0","6","56.75774865354326","7.512","22.829117225509155","1.8524530572506477"
"1795","true","false","2000","0","2","61.04235601163243","7.288","23.844835606158103","1.7916181463496388"
"1799","true","false","2000","0","3","58.837217216513686","7.064","25.177418161494625","1.7527671753785028"
"1800","true","false","2000","0","6","59.12183074363747","7.384","24.916790556887303","1.9564905881927313"
"1801","true","false","2000","0","6","60.404274938885706","7.44","24.498648520425306","1.9569667538060027"
"1803","true","false","2000","0","4","57.78929940760064","7.256","24.81184844001497","1.8645024746327485"
"1804","true","false","2000","0","7","58.654062091726935","7.512","23.46221552799216","2.010478573968287"
"1805","true","false","2000","0","5","56.29737182624767","7.496","22.99125120519727","1.9164223696239768"
"1802","true","false","2000","0","4","63.37194152967003","7.304","24.843630143423653","1.7777021402918978"
"1806","true","false","2000","0","3","59.38813784458717","7.432","22.97599333606326","1.9068087682604307"
"1807","true","false","2000","0","4","59.403013048748925","7.504","24.527206805738047","1.7772502564061106"
"1808","true","false","2000","0","5","58.03744288807977","7.176","23.361767310928254","1.9119745255482303"
"1810","true","false","2000","0","4","59.854918620229306","7.392","26.451654806377924","1.8493285441632665"
"1811","true","false","2000","0","6","56.47303799280926","7.368","24.07860321775144","1.9076510504074045"
"1812","true","false","2000","0","1","61.36810502894379","7.296","25.35014351426326","1.8991606685533264"
"1809","true","false","2000","0","5","55.357527029317005","7.264","24.57632213714669","1.8219720989403956"
"1813","true","false","2000","0","4","58.8014861615853","7.392","24.675597824467847","2.0609040009677346"
"1814","true","false","2000","0","4","58.967269589040434","7.488","23.1891549082207","1.918483336714975"
"1815","true","false","2000","0","2","58.37856748849158","7.248","23.9232364290854","1.8634338040747993"
"1817","true","false","2000","0","4","59.584118175012826","7.456","22.48901645373975","1.9221975375839957"
"1818","true","false","2000","0","2","56.422570193786015","7.552","21.179715032824493","1.877604215579375"
"1819","true","false","2000","0","4","56.8314836357314","7.352","23.40960825634484","1.8681692174157025"
"1820","true","false","2000","0","4","58.8900948108996","7.368","24.12827165808891","1.88860884608062"
"1816","true","false","2000","1","6","55.983208009371054","7.368","23.233034511460627","1.9860396304340482"
"1821","true","false","2000","0","5","57.8672223026431","7.424","23.326356134232825","1.6416467391202814"
"1822","true","false","2000","0","7","60.44342051660781","7.36","25.36908563420381","2.0295012939163226"
"1823","true","false","2000","0","1","59.12060308423571","7.352","23.737106899624106","1.8047505362215486"
"1825","true","false","2000","1","7","59.48511291670018","7.28","25.749955897402693","1.8994820684897387"
"1826","true","false","2000","0","7","59.85539875648653","7.536","24.37339426004181","1.6768875356531547"
"1827","true","false","2000","0","5","58.38820173778004","7.272","24.58764179340563","1.956868246288783"
"1824","true","false","2000","0","4","59.800244196504615","7.528","24.168595670757878","1.9078194622137625"
"1828","true","false","2000","0","5","57.25630818068104","7.2","23.17334644353833","1.873510117571446"
"1829","true","false","2000","0","3","57.81811770103069","7.488","21.991243973165815","1.8589455922267992"
"1830","true","false","2000","0","5","59.075278466973685","7.088","26.251958246887934","1.867137060639324"
"1832","true","false","2000","0","5","57.54433503642848","7.568","23.137935304506996","1.8184065578518345"
"1833","true","false","2000","0","5","60.213824586110576","7.496","23.90051958629803","1.8632958664537889"
"1834","true","false","2000","0","5","58.448969549209814","7.36","23.831427984690453","1.9301039362737118"
"1835","true","false","2000","0","3","59.393443579255305","7.568","21.66192801042758","1.7278070694022267"
"1831","true","false","2000","0","3","57.30427049479345","7.504","22.81493338475988","1.8041629682665188"
"1836","true","false","2000","0","2","55.6074875429497","7.136","23.082132059565232","1.8792632923803825"
"1837","true","false","2000","0","7","56.36972783930105","7.632","23.071310128253934","1.8148694178965223"
"1838","true","false","2000","0","5","59.88277043433633","7.52","22.575491157960712","1.7861582924766572"
"1840","true","false","2000","0","7","55.49256810964602","7.28","22.975722745125566","1.8952487624282848"
"1841","true","false","2000","0","1","58.498375905314894","7.528","21.829652139045773","1.7565757122685401"
"1842","true","false","2000","0","7","58.77269783229972","7.48","23.08161896684159","1.812938771153566"
"1839","true","false","2000","0","7","58.6670820012094","7.448","23.448152603170247","1.9365684053900636"
"1843","true","false","2000","0","8","57.708987255227846","7.392","22.65153129248856","1.9630972986625146"
"1844","true","false","2000","0","4","60.56752883385002","7.632","23.4648486360387","1.7495197275562315"
"1845","true","false","2000","0","1","57.8841259789902","7.416","24.393413437046714","1.859239383279447"
"1847","true","false","2000","0","4","56.6954219245618","7.224","24.406746226850284","1.8273425302585067"
"1848","true","false","2000","0","2","57.38289143626073","7.368","23.0076561547301","1.869372680036665"
"1849","true","false","2000","0","4","64.00150779250399","7.464","23.70381873106248","1.9657468409157548"
"1846","true","false","2000","0","6","57.41547960462806","7.44","23.239601311164467","1.9610668353042213"
"1850","true","false","2000","0","4","57.30496064570091","7.472","23.257822065725872","1.8435865168144203"
"1851","true","false","2000","0","5","55.835532797875764","7.36","23.035774391105022","2.003611197644219"
"1852","true","false","2000","0","5","55.588292715599515","7.24","22.486594907779466","1.9569667538060018"
"1854","true","false","2000","1","7","54.595052280980354","7.304","23.30499063657989","2.032759811143263"
"1855","true","false","2000","0","4","57.84620854519787","7.16","24.84366714452196","1.9091830503329743"
"1856","true","false","2000","0","7","59.317083663560965","7.376","25.877745287034365","1.953943597530215"
"1857","true","false","2000","0","7","56.09134779981413","7.32","23.510546868960287","1.8952487624282839"
"1853","true","false","2000","0","9","54.99411772233697","7.216","25.248272567912117","2.0163348991927927"
"1858","true","false","2000","0","1","59.164987426268986","7.488","23.714836118527394","1.9496307960646966"
"1859","true","false","2000","0","3","58.3712081990863","7.44","21.487689081651286","1.7671704972257363"
"1860","true","false","2000","0","5","57.745643755278635","7.384","23.255334375706163","1.846668551461203"
"1862","true","false","2000","0","9","54.4699190383272","7.128","23.800892823798154","1.973625290461337"
"1863","true","false","2000","0","3","59.653356735549046","7.408","24.291953186755315","1.8782030205346232"
"1864","true","false","2000","0","2","57.05341062995506","7.424","22.75615895343493","1.859584960387558"
"1861","true","false","2000","0","4","60.83073027903588","7.2","25.43206130508976","1.924269015751156"
"1865","true","false","2000","0","5","58.42769996571853","7.456","24.65008611518663","1.9054097578687708"
"1866","true","false","2000","0","4","56.72045468857271","7.184","25.905065684887617","1.9258712105638613"
"1867","true","false","2000","0","4","54.25894295405096","7.472","21.860678588345493","1.8887789557741015"
"1869","true","false","2000","0","2","59.946241640681166","7.224","25.672579512877125","1.8900032935948001"
"1870","true","false","2000","0","3","58.998347076057925","7.4","23.320650186460007","1.8410752925754352"
"1871","true","false","2000","1","4","55.28526625890714","7.648","21.706434067103825","1.863864793345131"
"1868","true","false","2000","0","8","56.579243278447066","7.32","23.17582766815542","1.88249172651611"
"1872","true","false","2000","0","4","60.31202096424908","7.432","24.821714020994737","1.7486012769361723"
"1873","true","false","2000","0","6","56.91480441658346","7.536","21.955036949278586","1.8521408431356492"
"1874","true","false","2000","0","4","58.436042745582775","7.216","25.1780267352182","1.8695789101305178"
"1876","true","false","2000","0","6","59.46217300412476","7.576","24.27622081630155","1.9128145330248298"
"1877","true","false","2000","0","1","54.50643059881976","7.312","20.5770023326745","1.9155503995805832"
"1878","true","false","2000","1","7","54.84611839851817","7.568","21.43736848960562","1.9381438559677928"
"1875","true","false","2000","1","3","59.7478433049502","7.104","24.211334914468186","2.0780899478428005"
"1879","true","false","2000","0","4","60.723695709065765","7.512","21.582178582635407","1.931002611167928"
"1880","true","false","2000","0","4","54.06511501925676","7.328","23.05806255349559","1.8875027593798814"
"1881","true","false","2000","0","7","58.05297208106327","7.232","24.39292525960364","1.931085800651518"
"1883","true","false","2000","1","4","56.04197711908633","7.496","23.16243954542183","1.848146797834356"
"1884","true","false","2000","0","4","56.122144544395994","7.336","22.031950562069834","1.8144622047233392"
"1885","true","false","2000","0","3","53.14446035959973","7.368","20.777452812446747","1.8192897683008522"
"1882","true","false","2000","0","2","57.37976582702905","7.496","22.88959473634542","1.781763938046702"
"1886","true","false","2000","0","2","57.67010104196519","7.432","23.359420550042767","1.849067929751458"
"1887","true","false","2000","0","5","60.2712007589461","7.392","22.469198903634155","1.8318730949889999"
"1888","true","false","2000","0","3","58.54487168170671","7.28","26.318643015696868","2.0362182444315313"
"1890","true","false","2000","0","5","58.81008915383341","7.376","25.25949403365888","1.887026091467609"
"1891","true","false","2000","0","4","59.27455767262013","7.568","23.504635261794277","1.8338013276352896"
"1892","true","false","2000","0","4","54.35084099004257","7.504","22.625377402468715","1.8676016017801782"
"1893","true","false","2000","0","6","56.50163763117663","7.272","23.946845620156044","1.855745447160961"
"1889","true","false","2000","0","4","61.6659681211274","7.456","23.17313496896006","1.8213548070964465"
"1894","true","false","2000","0","6","58.02237089761303","7.488","22.646765410438697","1.9184833367149745"
"1895","true","false","2000","0","5","59.58329259901849","7.424","23.603303410660867","1.8595849603875578"
"1896","true","false","2000","0","5","58.644079545357464","7.528","22.666926562241834","1.7860503642435335"
"1898","true","false","2000","0","8","56.6817169594268","7.344","23.560829429083174","1.8803742257634954"
"1899","true","false","2000","0","3","54.66031845166425","7.584","22.026141103324658","1.878579314525699"
"1900","true","false","2000","0","4","60.86930046250894","7.352","24.47186999890865","1.8069744399149719"
"1901","true","false","2000","0","5","59.925624162095986","7.264","24.409888746501277","1.8175582720477372"
"1897","true","false","2000","0","4","58.32010120621894","7.376","22.63831921348441","1.8308555728167248"
"1902","true","false","2000","0","5","56.6556428126432","7.312","22.341342884685176","1.8297672509833265"
"1903","true","false","2000","0","5","54.166383888571254","7.48","22.531199563114434","1.7861582924766568"
"1904","true","false","2000","0","2","59.52241036796311","7.472","22.691809627929214","1.763421282188093"
"1906","true","false","2000","0","6","58.04455351778178","7.576","24.043778892715878","1.8895782662002596"
"1907","true","false","2000","0","4","58.40799927360853","7.392","22.640261136281698","1.9342443498222437"
"1908","true","false","2000","1","11","55.80682904992465","7.144","23.981092004308074","1.9684417827837433"
"1905","true","false","2000","0","7","56.11611933766053","7.304","24.69641884193738","1.9000063411435077"
"1909","true","false","2000","0","8","60.18064990710981","7.4","25.582233184329887","1.8562820724583105"
"1910","true","false","2000","0","8","62.252199786111554","7.136","25.584704354272805","1.9546833883251726"
"1911","true","false","2000","1","7","57.13310974604927","7.328","22.96844733650565","2.0388830708765107"
"1913","true","false","2000","0","1","59.46379690820544","7.448","23.538626313686247","1.785510625219318"
"1914","true","false","2000","0","2","57.46405013600096","7.488","23.25169667461954","1.8130096569142333"
"1915","true","false","2000","0","1","60.93496796158416","7.68","22.492576245714105","1.7726163360126157"
"1912","true","false","2000","0","9","57.43751061475768","7.312","23.979902000591995","2.0570810215733517"
"1916","true","false","2000","0","9","59.1710467792593","7.176","25.76540900272763","1.9637845602806796"
"1918","true","false","2000","0","5","58.360243088495146","7.328","23.706547117895575","1.861795134943153"
"1917","true","false","2000","0","2","58.54372289361357","7.344","21.600550955412473","1.9142416997705811"
"1920","true","false","2000","0","5","59.36120106028833","7.264","22.353875793528147","1.8175582720477375"
"1921","true","false","2000","0","7","58.16158181344061","7.184","24.325934045547076","1.7534086138342855"
"1922","true","false","2000","0","5","54.77287254907729","7.32","21.94521068535862","1.957787457030928"
"1919","true","false","2000","1","7","53.068647629149474","7.24","22.042807682521957","1.973315966492556"
"1923","true","false","2000","0","7","60.00520782193869","7.504","25.688100133121054","1.9496637543484463"
"1924","true","false","2000","0","5","53.479024128603115","7.44","22.47866285361326","1.7897521759745452"
"1925","true","false","2000","0","4","59.88697099000841","7.296","23.541751913923555","1.875755269571513"
"1927","true","false","2000","0","5","54.98876095228279","7.584","22.911205720781883","1.9395855144518575"
"1928","true","false","2000","0","6","57.092864513690735","7.48","23.26716061223559","1.8910059794875922"
"1929","true","false","2000","0","7","55.65139972615007","7.32","21.700652621696047","1.8567147218226412"
"1926","true","false","2000","1","7","59.26907409674822","7.432","23.011880961219415","1.993306066891189"
"1930","true","false","2000","0","6","61.26173770029333","7.392","25.66370483882434","1.975333838899237"
"1931","true","false","2000","0","5","57.128527182787906","7.432","24.35566185842028","1.8447189357208948"
"1932","true","false","2000","0","4","58.452222920074625","7.408","22.674671874924655","1.8239636436875533"
"1934","true","false","2000","0","6","62.00242683874686","7.576","23.021047915866564","1.798098058089719"
"1935","true","false","2000","0","6","58.02573772058701","7.4","23.235133326361048","1.8606040388965694"
"1936","true","false","2000","0","4","57.944842576066435","7.232","24.73271436286359","1.8911588848404164"
"1937","true","false","2000","0","4","56.01525445275287","7.752","21.777155982023093","1.7500705665634764"
"1933","true","false","2000","0","5","57.83565653482952","7.216","23.50915511212164","1.9453744954920222"
"1938","true","false","2000","0","6","55.93817197905833","7.304","22.758287831628223","1.8936545912186236"
"1939","true","false","2000","0","5","61.24280180354145","7.264","24.446483125345875","1.9476852701724132"
"1940","true","false","2000","0","4","58.60285399536859","7.616","22.690497180807274","1.6708413579312342"
"1942","true","false","2000","0","8","57.2513865551513","7.32","25.959578912653402","1.876080679197842"
"1943","true","false","2000","0","5","56.38923823062921","7.384","22.880731398838012","1.8444925075591279"
"1944","true","false","2000","0","5","58.40108842474967","7.4","22.723516544629693","1.909603714224897"
"1941","true","false","2000","0","4","60.70956052703306","7.536","24.606659736949172","1.8715541294436924"
"1945","true","false","2000","0","9","56.90935290274992","7.368","23.31243397628344","1.9493011825784121"
"1946","true","false","2000","0","5","56.189929843373115","7.512","23.490931125973596","1.8524530572506492"
"1947","true","false","2000","0","7","57.480870691375586","7.568","24.013353078533733","1.8983653928205275"
"1949","true","false","2000","1","9","54.43732900994161","7.288","23.513534839239664","1.9810994472969599"
"1950","true","false","2000","0","6","59.881497283497076","7.456","24.43949067469375","1.9284552779455755"
"1951","true","false","2000","0","1","57.771774405912055","7.624","21.805325477307907","1.850492173758259"
"1948","true","false","2000","0","3","57.241664761968174","7.392","22.370098723966564","1.975333838899237"
"1952","true","false","2000","0","4","59.483394347738674","7.52","25.303214011547222","1.8846238958783421"
"1953","true","false","2000","0","3","58.24670216544197","7.248","24.142283674614507","1.9207428281912697"
"1954","true","false","2000","0","3","58.01639640644865","7.536","23.077958735093464","1.7077381174851252"
"1956","true","false","2000","0","5","60.4202240053879","7.392","24.99526149483014","1.9590014668161808"
"1957","true","false","2000","0","5","55.56896164907652","7.48","23.38881598220558","1.9536804932945186"
"1958","true","false","2000","0","5","57.490404522076226","7.88","20.739861980071097","1.747516884337368"
"1955","true","false","2000","0","7","56.57263573653711","7.168","22.833152699476035","1.9888686214967293"
"1960","true","false","2000","1","4","56.90064984640011","7.024","24.29630813086859","1.9262048334071271"
"1959","true","false","2000","0","7","58.482333557720445","7.44","23.709610733526237","1.8901562800605138"
"1961","true","false","2000","0","4","59.61242563062367","7.2","25.47277557004575","1.8519500197094978"
"1963","true","false","2000","0","1","62.08576225593765","7.848","21.43818116947004","1.600983633388396"
"1964","true","false","2000","0","6","59.45480634306896","7.472","23.12148540096841","1.8061741500312112"
"1965","true","false","2000","0","4","57.095581987116965","7.488","21.848112026269447","1.856783936365615"
"1962","true","false","2000","0","4","56.91129961848342","7.52","24.03294191314661","1.9184163482259413"
"1966","true","false","2000","0","2","60.370437911893504","7.328","22.315605277266094","1.898111511275602"
"1967","true","false","2000","0","5","56.42844729304388","7.32","22.01601644550395","1.8107221927832404"
"1968","true","false","2000","0","0","57.8112375208603","7.648","20.133213758393662","1.6391593496344319"
"1970","true","false","2000","0","4","58.39199786258797","7.32","23.1733874562338","1.7680793018613956"
"1971","true","false","2000","0","5","57.55065958899757","7.32","23.135664789288267","1.9557350532200346"
"1972","true","false","2000","0","8","58.03288712869862","7.312","23.891349307040514","1.985554255821593"
"1973","true","false","2000","1","6","51.47219785368288","7.152","22.911839165528946","1.9349086505423905"
"1974","true","false","2000","1","3","56.528915833746986","7.464","21.884321659320463","1.8015789594097558"
"1969","true","false","2000","0","2","59.85560775571175","7.376","22.98628301675295","1.7501072829995405"
"1975","true","false","2000","0","4","63.0653602133679","7.536","24.068268017801863","1.8477990815516496"
"1976","true","false","2000","0","5","56.38388845031135","7.312","23.405308444870414","1.9774471393073991"
"1977","true","false","2000","0","4","57.568888649950146","7.288","24.334059313561312","1.9380609694447533"
"1979","true","false","2000","1","5","57.99830887619378","7.344","25.004434864672422","2.0303085012977142"
"1981","true","false","2000","1","7","58.453445697509196","7.2","23.930038913841997","2.031874517834431"
"1980","true","false","2000","0","5","58.18037910242777","7.4","23.69205169022165","1.751648678351192"
"1978","true","false","2000","0","6","55.547310589971325","7.512","22.90827571482987","2.071477752794197"
"1982","true","false","2000","0","3","55.913269752793205","7.576","20.973550001826325","1.8465815589394527"
"1984","true","false","2000","0","6","61.479588035178764","7.264","25.568055508348348","1.9227824550577504"
"1983","true","false","2000","0","4","55.69751066537653","7.408","22.858365806985212","1.8824746594239974"
"1986","true","false","2000","0","9","60.86694286709978","6.992","25.232559582369888","1.934659564502779"
"1987","true","false","2000","0","7","54.5694433453791","7.296","23.328846751418517","1.8970448377584177"
"1988","true","false","2000","0","4","59.367396150963586","7.464","24.850859078250974","1.9223646750226882"
"1985","true","false","2000","0","5","54.79703455890931","7.32","23.39867308514504","1.8653466359604995"
"1989","true","false","2000","0","3","59.88013320221268","7.376","26.548014941271802","1.9580500094117694"
"1991","true","false","2000","0","5","56.978094965921635","7.36","22.333993187261935","1.9446146416238026"
"1990","true","false","2000","0","10","56.735506078801876","7.384","23.048520978063713","1.9212780217729504"
"1993","true","false","2000","0","4","55.36870694873955","7.416","23.751723631742493","1.8657083024630372"
"1994","true","false","2000","0","5","55.23445079306336","7.416","21.71680893616044","1.8066543665017916"
"1995","true","false","2000","0","6","58.24742728785416","7.216","24.16492004489838","1.8909380175842305"
"1992","true","false","2000","0","9","58.31845792961513","7.28","24.18930320249132","2.0104146508302954"
"1996","true","false","2000","0","6","58.94593911498565","7.488","24.84593077775408","1.8018999343731554"
"1997","true","false","2000","0","7","60.76027318838567","7.04","26.344089203143383","1.8666379802729807"
"1998","true","false","2000","0","5","57.65034284376011","7.52","24.232840079152265","1.9433751123520213"
"2000","true","false","2000","0","10","60.68343181310945","7.184","27.642725624263505","2.013544498088663"
"2001","false","true","2000","5","25","113.28747969932294","3.192","68.3720850904149","1.4238135341117104"
"2002","false","true","2000","4","41","111.9014395494966","3.184","74.23101002305752","1.35554194914935"
"2003","false","true","2000","6","31","115.25671601293735","3.416","72.05071871954183","1.3923716440594145"
"2004","false","true","2000","4","31","98.13040555843104","3.32","69.37880729331897","1.4456693395646973"
"1999","true","false","2000","0","4","60.899906606869564","7.264","24.891415752073915","1.7773406423744849"
"2005","false","true","2000","6","36","113.76521434031984","2.968","77.00960327973753","1.3014418942142827"
"2006","false","true","2000","7","37","97.09626251133787","3.056","70.25540956521071","1.3785738512875594"
"2007","false","true","2000","2","36","109.85723190501142","3.128","71.66391220193044","1.3411976904915683"
"2009","false","true","2000","7","40","105.41903547568704","3","75.67397866304034","1.4423318914662333"
"2010","false","true","2000","4","30","108.6061642611985","3.232","70.50431654568287","1.3599905504042153"
"2011","false","true","2000","6","27","110.49895689703614","3.064","71.61078110041572","1.3487700778455778"
"2012","false","true","2000","3","24","127.4854652343771","3.296","74.49947959846962","1.3264319382263805"
"2008","false","true","2000","5","28","106.12454493274561","3.176","74.2621525771799","1.3595652506160678"
"2013","false","true","2000","1","35","108.17779108846717","3.168","73.45020659006046","1.2940146427233084"
"2014","false","true","2000","5","28","112.21537853427884","3.024","72.85345900056947","1.270385578504533"
"2015","false","true","2000","5","40","112.6612331054261","3.232","74.91584768356974","1.459691335584592"
"2017","false","true","2000","2","30","109.0093596801824","3.344","69.21546868760501","1.3803206658462552"
"2018","false","true","2000","3","32","105.86294710788731","3.224","67.95226414435984","1.3991621130068865"
"2019","false","true","2000","6","38","106.37046130643556","3.088","69.80154245145872","1.3971629314536347"
"2016","false","true","2000","1","36","115.15372770456065","3.32","72.5350357806301","1.3299152976017603"
"2020","false","true","2000","2","34","109.7183733722724","3.376","72.35987527127979","1.415144705728927"
"2021","false","true","2000","6","40","101.71780070769393","3.104","69.63287446790656","1.477129529386757"
"2022","false","true","2000","3","35","122.0652661547159","3.24","76.75900841753213","1.364495287481137"
"2024","false","true","2000","2","35","100.3479607606889","3.152","67.34035611199882","1.4647449988467567"
"2025","false","true","2000","0","32","110.06790762667487","3.296","70.83261665655708","1.3294562103585992"
"2026","false","true","2000","3","30","109.40489659743983","3.336","70.09899055512989","1.3588561218316513"
"2027","false","true","2000","7","41","105.09615716902871","3.304","70.97578133119617","1.5456844963474918"
"2023","false","true","2000","7","31","102.937122501802","3.216","70.89912751348605","1.4483559437372568"
"2028","false","true","2000","5","35","102.76503601806385","3.184","71.58334277086536","1.3673413948095932"
"2029","false","true","2000","8","34","109.88804381651971","3.256","70.67797403643014","1.4666520627239352"
"2030","false","true","2000","3","26","100.08430814223543","3.056","67.37309506461256","1.3098575905916343"
"2032","false","true","2000","3","25","109.92057300122151","3.28","70.72891946708596","1.3802973895266668"
"2033","false","true","2000","3","39","110.08081262443953","3.224","71.7451748533501","1.364283356310272"
"2034","false","true","2000","4","31","112.9917142387555","3.344","70.71932501468092","1.4232944418752898"
"2031","false","true","2000","3","35","116.01403200911646","3.144","80.55857948696107","1.2875929412393177"
"2035","false","true","2000","6","33","110.66994089381079","3.352","73.79632311904813","1.479476733721246"
"2036","false","true","2000","3","25","109.54294228318957","3.392","70.49832107905104","1.3703457189914638"
"2037","false","true","2000","6","28","104.37710289425304","3.288","64.84960037584345","1.3988865336890426"
"2039","false","true","2000","3","32","103.74314752093723","3.248","69.82506684223796","1.4235878650924754"
"2040","false","true","2000","5","32","116.3998915541646","3.296","73.47570356584393","1.3622801580129047"
"2041","false","true","2000","8","31","111.1453333508699","3.352","74.04714100310034","1.524925437639966"
"2042","false","true","2000","6","26","107.87532872927474","3.256","70.81145942005533","1.4937836383603"
"2038","false","true","2000","3","24","116.47392997164044","3.192","73.73180045942576","1.3632939085628226"
"2043","false","true","2000","5","29","113.93143090167072","3.184","68.78113537340046","1.2855952007067863"
"2044","false","true","2000","2","25","124.4162487413506","3.376","75.55547368979396","1.3601559088521957"
"2045","false","true","2000","5","28","108.71386636583381","3.24","70.72450002529682","1.4802583080782004"
"2047","false","true","2000","4","32","100.44780738621928","3.376","65.59067892702929","1.484398110684603"
"2048","false","true","2000","3","38","105.04134600090696","3.216","72.23021415929378","1.3267952148574689"
"2049","false","true","2000","6","37","116.13149928360119","3.2","77.72336526394606","1.4170505031628389"
"2050","false","true","2000","4","28","110.80662151327611","3.272","69.41877330467995","1.3010715386151426"
"2046","false","true","2000","1","29","112.79686335417597","3.424","68.30497352958598","1.2910815490374952"
"2051","false","true","2000","6","25","112.24287450163474","3.352","69.2677151220285","1.3217731792366627"
"2052","false","true","2000","5","35","104.28244902129957","3.232","72.70650852160114","1.459691335584592"
"2053","false","true","2000","12","45","109.05654282637454","3.168","77.82510531349871","1.4041590545954588"
"2055","false","true","2000","5","40","114.35951282209052","3.16","75.5671826693703","1.3615488463673184"
"2056","false","true","2000","5","43","107.84678036957861","3.136","78.72812194934947","1.4358798710254512"
"2057","false","true","2000","5","27","113.24952848391779","3.304","73.78526213835565","1.4069477630786915"
"2058","false","true","2000","4","28","125.10426228504552","3.456","79.27094609018837","1.4970063835701566"
"2054","false","true","2000","3","41","103.36247458706286","3.256","75.09814900720522","1.3936401729739687"
"2059","false","true","2000","4","29","109.99657213581528","3.248","68.23730076464979","1.330253471030523"
"2060","false","true","2000","7","33","117.93474154668739","3.464","80.00120515114872","1.590857413232546"
"2061","false","true","2000","5","32","108.55967298725773","3.264","70.60950843141259","1.429151459986775"
"2063","false","true","2000","3","37","102.11044955986861","3.216","70.95647476483401","1.4703713707330839"
"2064","false","true","2000","8","36","105.94188428444075","2.944","74.45629223557647","1.4272393100642826"
"2065","false","true","2000","9","38","119.70685953990773","3.216","79.52643881124852","1.5213817435602923"
"2062","false","true","2000","4","30","106.37149530714068","3.144","67.64264314874849","1.342562436381388"
"2066","false","true","2000","4","29","107.29454552807911","3.248","71.32747388763411","1.383529042138894"
"2067","false","true","2000","4","32","106.20937340722625","3.296","68.96237495284416","1.4368864152329952"
"2068","false","true","2000","6","30","106.33440966968658","3.216","75.6345930076485","1.3772914458848684"
"2070","false","true","2000","3","29","115.74491749912985","3.368","68.46215326908977","1.4001491601549927"
"2071","false","true","2000","5","27","114.04813438408807","3.184","71.40731356521344","1.2980306368250902"
"2072","false","true","2000","6","38","104.82664827405466","3.08","73.59517616491352","1.464986258964849"
